plot,grid_number,date,abundance,plot_grid,treatment,complexity,plot_date,days_since_outplanting
HN,19,28-Jul-19,1,HN - 19,30%,High,HN - 28-Jul-19,48
HN,19,28-Jun-19,4,HN - 19,30%,High,HN - 28-Jun-19,18
HN,20,02-Jul-19,1,HN - 20,0%,High,HN - 02-Jul-19,23
HN,20,05-Jul-19,0,HN - 20,0%,High,HN - 05-Jul-19,26
HN,20,05-Jun-19,1,HN - 20,0%,High,HN - 05-Jun-19,1
HN,20,06-Jun-19,0,HN - 20,0%,High,HN - 06-Jun-19,2
HN,20,07-Jun-19,0,HN - 20,0%,High,HN - 07-Jun-19,3
HN,20,09-Jul-19,0,HN - 20,0%,High,HN - 09-Jul-19,30
HN,20,11-Jun-19,1,HN - 20,0%,High,HN - 11-Jun-19,5
HN,20,13-Jun-19,7,HN - 20,0%,High,HN - 13-Jun-19,7
HN,20,15-Jul-19,0,HN - 20,0%,High,HN - 15-Jul-19,33
HN,20,15-Jun-19,3,HN - 20,0%,High,HN - 15-Jun-19,9
HN,20,20-Jul-19,0,HN - 20,0%,High,HN - 20-Jul-19,37
HN,20,20-Jun-19,0,HN - 20,0%,High,HN - 20-Jun-19,11
HN,20,25-Jul-19,0,HN - 20,0%,High,HN - 25-Jul-19,43
HN,20,25-Jun-19,9,HN - 20,0%,High,HN - 25-Jun-19,13
HN,20,28-Jul-19,0,HN - 20,0%,High,HN - 28-Jul-19,48
HN,20,28-Jun-19,13,HN - 20,0%,High,HN - 28-Jun-19,18
HN,21,02-Jul-19,4,HN - 21,70%,High,HN - 02-Jul-19,23
HN,21,05-Jul-19,11,HN - 21,70%,High,HN - 05-Jul-19,26
HN,21,05-Jun-19,5,HN - 21,70%,High,HN - 05-Jun-19,1
HN,21,06-Jun-19,9,HN - 21,70%,High,HN - 06-Jun-19,2
HN,21,07-Jun-19,4,HN - 21,70%,High,HN - 07-Jun-19,3
HN,21,09-Jul-19,3,HN - 21,70%,High,HN - 09-Jul-19,30
HN,21,11-Jun-19,0,HN - 21,70%,High,HN - 11-Jun-19,5
HN,21,13-Jun-19,2,HN - 21,70%,High,HN - 13-Jun-19,7
HN,21,15-Jul-19,3,HN - 21,70%,High,HN - 15-Jul-19,33
HN,21,15-Jun-19,0,HN - 21,70%,High,HN - 15-Jun-19,9
HN,21,20-Jul-19,5,HN - 21,70%,High,HN - 20-Jul-19,37
HN,21,20-Jun-19,5,HN - 21,70%,High,HN - 20-Jun-19,11
HN,21,25-Jul-19,1,HN - 21,70%,High,HN - 25-Jul-19,43
HN,21,25-Jun-19,7,HN - 21,70%,High,HN - 25-Jun-19,13
HN,21,28-Jul-19,2,HN - 21,70%,High,HN - 28-Jul-19,48
HN,21,28-Jun-19,3,HN - 21,70%,High,HN - 28-Jun-19,18
HN,22,02-Jul-19,0,HN - 22,50%,High,HN - 02-Jul-19,23
HN,22,05-Jul-19,1,HN - 22,50%,High,HN - 05-Jul-19,26
HN,22,05-Jun-19,0,HN - 22,50%,High,HN - 05-Jun-19,1
HN,22,06-Jun-19,1,HN - 22,50%,High,HN - 06-Jun-19,2
HN,22,07-Jun-19,0,HN - 22,50%,High,HN - 07-Jun-19,3
HN,22,09-Jul-19,0,HN - 22,50%,High,HN - 09-Jul-19,30
HN,22,11-Jun-19,0,HN - 22,50%,High,HN - 11-Jun-19,5
HN,22,13-Jun-19,1,HN - 22,50%,High,HN - 13-Jun-19,7
HN,22,15-Jul-19,1,HN - 22,50%,High,HN - 15-Jul-19,33
HN,22,15-Jun-19,6,HN - 22,50%,High,HN - 15-Jun-19,9
HN,22,20-Jul-19,1,HN - 22,50%,High,HN - 20-Jul-19,37
HN,22,20-Jun-19,9,HN - 22,50%,High,HN - 20-Jun-19,11
HN,22,25-Jul-19,1,HN - 22,50%,High,HN - 25-Jul-19,43
HN,22,25-Jun-19,0,HN - 22,50%,High,HN - 25-Jun-19,13
HN,22,28-Jul-19,2,HN - 22,50%,High,HN - 28-Jul-19,48
HN,22,28-Jun-19,0,HN - 22,50%,High,HN - 28-Jun-19,18
HN,23,02-Jul-19,3,HN - 23,100%,High,HN - 02-Jul-19,23
HN,23,05-Jul-19,2,HN - 23,100%,High,HN - 05-Jul-19,26
HN,23,05-Jun-19,3,HN - 23,100%,High,HN - 05-Jun-19,1
HN,23,06-Jun-19,2,HN - 23,100%,High,HN - 06-Jun-19,2
HN,23,07-Jun-19,5,HN - 23,100%,High,HN - 07-Jun-19,3
HN,23,09-Jul-19,3,HN - 23,100%,High,HN - 09-Jul-19,30
HN,23,11-Jun-19,3,HN - 23,100%,High,HN - 11-Jun-19,5
HN,23,13-Jun-19,5,HN - 23,100%,High,HN - 13-Jun-19,7
HN,23,15-Jul-19,2,HN - 23,100%,High,HN - 15-Jul-19,33
HN,23,15-Jun-19,2,HN - 23,100%,High,HN - 15-Jun-19,9
HN,23,20-Jul-19,3,HN - 23,100%,High,HN - 20-Jul-19,37
HN,23,20-Jun-19,3,HN - 23,100%,High,HN - 20-Jun-19,11
HN,23,25-Jul-19,2,HN - 23,100%,High,HN - 25-Jul-19,43
HN,23,25-Jun-19,3,HN - 23,100%,High,HN - 25-Jun-19,13
HN,23,28-Jul-19,7,HN - 23,100%,High,HN - 28-Jul-19,48
HN,23,28-Jun-19,2,HN - 23,100%,High,HN - 28-Jun-19,18
HN,24,02-Jul-19,1,HN - 24,0%,High,HN - 02-Jul-19,23
HN,24,05-Jul-19,0,HN - 24,0%,High,HN - 05-Jul-19,26
HN,24,05-Jun-19,0,HN - 24,0%,High,HN - 05-Jun-19,1
HN,24,06-Jun-19,15,HN - 24,0%,High,HN - 06-Jun-19,2
HN,24,07-Jun-19,2,HN - 24,0%,High,HN - 07-Jun-19,3
HN,24,09-Jul-19,1,HN - 24,0%,High,HN - 09-Jul-19,30
HN,24,11-Jun-19,5,HN - 24,0%,High,HN - 11-Jun-19,5
HN,24,13-Jun-19,9,HN - 24,0%,High,HN - 13-Jun-19,7
HN,24,15-Jul-19,15,HN - 24,0%,High,HN - 15-Jul-19,33
HN,24,15-Jun-19,12,HN - 24,0%,High,HN - 15-Jun-19,9
HN,24,20-Jul-19,4,HN - 24,0%,High,HN - 20-Jul-19,37
HN,24,20-Jun-19,14,HN - 24,0%,High,HN - 20-Jun-19,11
HN,24,25-Jul-19,8,HN - 24,0%,High,HN - 25-Jul-19,43
HN,24,25-Jun-19,10,HN - 24,0%,High,HN - 25-Jun-19,13
HN,24,28-Jul-19,2,HN - 24,0%,High,HN - 28-Jul-19,48
HN,24,28-Jun-19,3,HN - 24,0%,High,HN - 28-Jun-19,18
HS,1,02-Jul-19,1,HS - 1,50%,High,HS - 02-Jul-19,23
HS,1,05-Jul-19,2,HS - 1,50%,High,HS - 05-Jul-19,26
HS,1,05-Jun-19,2,HS - 1,50%,High,HS - 05-Jun-19,1
HS,1,06-Jun-19,1,HS - 1,50%,High,HS - 06-Jun-19,2
HS,1,07-Jun-19,5,HS - 1,50%,High,HS - 07-Jun-19,3
HS,1,09-Jul-19,1,HS - 1,50%,High,HS - 09-Jul-19,30
HS,1,11-Jun-19,0,HS - 1,50%,High,HS - 11-Jun-19,5
HS,1,13-Jun-19,0,HS - 1,50%,High,HS - 13-Jun-19,7
HS,1,15-Jul-19,7,HS - 1,50%,High,HS - 15-Jul-19,33
HS,1,15-Jun-19,11,HS - 1,50%,High,HS - 15-Jun-19,9
HS,1,20-Jul-19,2,HS - 1,50%,High,HS - 20-Jul-19,37
HS,1,20-Jun-19,1,HS - 1,50%,High,HS - 20-Jun-19,11
HS,1,25-Jul-19,2,HS - 1,50%,High,HS - 25-Jul-19,43
HS,1,25-Jun-19,20,HS - 1,50%,High,HS - 25-Jun-19,13
HS,1,28-Jul-19,5,HS - 1,50%,High,HS - 28-Jul-19,48
HS,1,28-Jun-19,1,HS - 1,50%,High,HS - 28-Jun-19,18
HS,2,02-Jul-19,2,HS - 2,control,High,HS - 02-Jul-19,23
HS,2,05-Jul-19,0,HS - 2,control,High,HS - 05-Jul-19,26
HS,2,05-Jun-19,0,HS - 2,control,High,HS - 05-Jun-19,1
HS,2,06-Jun-19,1,HS - 2,control,High,HS - 06-Jun-19,2
HS,2,07-Jun-19,2,HS - 2,control,High,HS - 07-Jun-19,3
HS,2,09-Jul-19,1,HS - 2,control,High,HS - 09-Jul-19,30
HS,2,11-Jun-19,0,HS - 2,control,High,HS - 11-Jun-19,5
HS,2,13-Jun-19,0,HS - 2,control,High,HS - 13-Jun-19,7
HS,2,15-Jul-19,0,HS - 2,control,High,HS - 15-Jul-19,33
HS,2,15-Jun-19,0,HS - 2,control,High,HS - 15-Jun-19,9
HS,2,20-Jul-19,0,HS - 2,control,High,HS - 20-Jul-19,37
HS,2,20-Jun-19,6,HS - 2,control,High,HS - 20-Jun-19,11
HS,2,25-Jul-19,0,HS - 2,control,High,HS - 25-Jul-19,43
HS,2,25-Jun-19,1,HS - 2,control,High,HS - 25-Jun-19,13
HS,2,28-Jul-19,0,HS - 2,control,High,HS - 28-Jul-19,48
HS,2,28-Jun-19,0,HS - 2,control,High,HS - 28-Jun-19,18
HS,3,02-Jul-19,1,HS - 3,50%,High,HS - 02-Jul-19,23
HS,3,05-Jul-19,0,HS - 3,50%,High,HS - 05-Jul-19,26
HS,3,05-Jun-19,1,HS - 3,50%,High,HS - 05-Jun-19,1
HS,3,06-Jun-19,0,HS - 3,50%,High,HS - 06-Jun-19,2
HS,3,07-Jun-19,0,HS - 3,50%,High,HS - 07-Jun-19,3
HS,3,09-Jul-19,0,HS - 3,50%,High,HS - 09-Jul-19,30
HS,3,11-Jun-19,5,HS - 3,50%,High,HS - 11-Jun-19,5
HS,3,13-Jun-19,0,HS - 3,50%,High,HS - 13-Jun-19,7
HS,3,15-Jul-19,0,HS - 3,50%,High,HS - 15-Jul-19,33
HS,3,15-Jun-19,0,HS - 3,50%,High,HS - 15-Jun-19,9
HS,3,20-Jul-19,2,HS - 3,50%,High,HS - 20-Jul-19,37
HS,3,20-Jun-19,5,HS - 3,50%,High,HS - 20-Jun-19,11
HS,3,25-Jul-19,1,HS - 3,50%,High,HS - 25-Jul-19,43
HS,3,25-Jun-19,5,HS - 3,50%,High,HS - 25-Jun-19,13
HS,3,28-Jul-19,6,HS - 3,50%,High,HS - 28-Jul-19,48
HS,3,28-Jun-19,2,HS - 3,50%,High,HS - 28-Jun-19,18
HS,4,02-Jul-19,1,HS - 4,70%,High,HS - 02-Jul-19,23
HS,4,05-Jul-19,0,HS - 4,70%,High,HS - 05-Jul-19,26
HS,4,05-Jun-19,0,HS - 4,70%,High,HS - 05-Jun-19,1
HS,4,06-Jun-19,0,HS - 4,70%,High,HS - 06-Jun-19,2
HS,4,07-Jun-19,0,HS - 4,70%,High,HS - 07-Jun-19,3
HS,4,09-Jul-19,0,HS - 4,70%,High,HS - 09-Jul-19,30
HS,4,11-Jun-19,1,HS - 4,70%,High,HS - 11-Jun-19,5
HS,4,13-Jun-19,0,HS - 4,70%,High,HS - 13-Jun-19,7
HS,4,15-Jul-19,0,HS - 4,70%,High,HS - 15-Jul-19,33
HS,4,15-Jun-19,1,HS - 4,70%,High,HS - 15-Jun-19,9
HS,4,20-Jul-19,0,HS - 4,70%,High,HS - 20-Jul-19,37
HS,4,20-Jun-19,0,HS - 4,70%,High,HS - 20-Jun-19,11
HS,4,25-Jul-19,3,HS - 4,70%,High,HS - 25-Jul-19,43
HS,4,25-Jun-19,0,HS - 4,70%,High,HS - 25-Jun-19,13
HS,4,28-Jul-19,0,HS - 4,70%,High,HS - 28-Jul-19,48
HS,4,28-Jun-19,0,HS - 4,70%,High,HS - 28-Jun-19,18
HS,5,02-Jul-19,0,HS - 5,control,High,HS - 02-Jul-19,23
HS,5,05-Jul-19,0,HS - 5,control,High,HS - 05-Jul-19,26
HS,5,05-Jun-19,0,HS - 5,control,High,HS - 05-Jun-19,1
HS,5,06-Jun-19,0,HS - 5,control,High,HS - 06-Jun-19,2
HS,5,07-Jun-19,0,HS - 5,control,High,HS - 07-Jun-19,3
HS,5,09-Jul-19,0,HS - 5,control,High,HS - 09-Jul-19,30
HS,5,11-Jun-19,0,HS - 5,control,High,HS - 11-Jun-19,5
HS,5,13-Jun-19,0,HS - 5,control,High,HS - 13-Jun-19,7
HS,5,15-Jul-19,0,HS - 5,control,High,HS - 15-Jul-19,33
HS,5,15-Jun-19,3,HS - 5,control,High,HS - 15-Jun-19,9
HS,5,20-Jul-19,0,HS - 5,control,High,HS - 20-Jul-19,37
HS,5,20-Jun-19,9,HS - 5,control,High,HS - 20-Jun-19,11
HS,5,25-Jul-19,0,HS - 5,control,High,HS - 25-Jul-19,43
HS,5,25-Jun-19,0,HS - 5,control,High,HS - 25-Jun-19,13
HS,5,28-Jul-19,2,HS - 5,control,High,HS - 28-Jul-19,48
HS,5,28-Jun-19,2,HS - 5,control,High,HS - 28-Jun-19,18
HS,6,02-Jul-19,2,HS - 6,50%,High,HS - 02-Jul-19,23
HS,6,05-Jul-19,0,HS - 6,50%,High,HS - 05-Jul-19,26
HS,6,05-Jun-19,1,HS - 6,50%,High,HS - 05-Jun-19,1
HS,6,06-Jun-19,0,HS - 6,50%,High,HS - 06-Jun-19,2
HS,6,07-Jun-19,5,HS - 6,50%,High,HS - 07-Jun-19,3
HS,6,09-Jul-19,0,HS - 6,50%,High,HS - 09-Jul-19,30
HS,6,11-Jun-19,0,HS - 6,50%,High,HS - 11-Jun-19,5
HS,6,13-Jun-19,1,HS - 6,50%,High,HS - 13-Jun-19,7
HS,6,15-Jul-19,0,HS - 6,50%,High,HS - 15-Jul-19,33
HS,6,15-Jun-19,0,HS - 6,50%,High,HS - 15-Jun-19,9
HS,6,20-Jul-19,2,HS - 6,50%,High,HS - 20-Jul-19,37
HS,6,20-Jun-19,0,HS - 6,50%,High,HS - 20-Jun-19,11
HS,6,25-Jul-19,2,HS - 6,50%,High,HS - 25-Jul-19,43
HS,6,25-Jun-19,8,HS - 6,50%,High,HS - 25-Jun-19,13
HS,6,28-Jul-19,8,HS - 6,50%,High,HS - 28-Jul-19,48
HS,6,28-Jun-19,1,HS - 6,50%,High,HS - 28-Jun-19,18
HS,7,02-Jul-19,2,HS - 7,30%,High,HS - 02-Jul-19,23
HS,7,05-Jul-19,0,HS - 7,30%,High,HS - 05-Jul-19,26
HS,7,05-Jun-19,0,HS - 7,30%,High,HS - 05-Jun-19,1
HS,7,06-Jun-19,1,HS - 7,30%,High,HS - 06-Jun-19,2
HS,7,07-Jun-19,2,HS - 7,30%,High,HS - 07-Jun-19,3
HS,7,09-Jul-19,0,HS - 7,30%,High,HS - 09-Jul-19,30
HS,7,11-Jun-19,0,HS - 7,30%,High,HS - 11-Jun-19,5
HS,7,13-Jun-19,0,HS - 7,30%,High,HS - 13-Jun-19,7
HS,7,15-Jul-19,0,HS - 7,30%,High,HS - 15-Jul-19,33
HS,7,15-Jun-19,9,HS - 7,30%,High,HS - 15-Jun-19,9
HS,7,20-Jul-19,8,HS - 7,30%,High,HS - 20-Jul-19,37
HS,7,20-Jun-19,2,HS - 7,30%,High,HS - 20-Jun-19,11
HS,7,25-Jul-19,1,HS - 7,30%,High,HS - 25-Jul-19,43
HS,7,25-Jun-19,1,HS - 7,30%,High,HS - 25-Jun-19,13
HS,7,28-Jul-19,4,HS - 7,30%,High,HS - 28-Jul-19,48
HS,7,28-Jun-19,16,HS - 7,30%,High,HS - 28-Jun-19,18
HS,8,02-Jul-19,2,HS - 8,70%,High,HS - 02-Jul-19,23
HS,8,05-Jul-19,3,HS - 8,70%,High,HS - 05-Jul-19,26
HS,8,05-Jun-19,9,HS - 8,70%,High,HS - 05-Jun-19,1
HS,8,06-Jun-19,3,HS - 8,70%,High,HS - 06-Jun-19,2
HS,8,07-Jun-19,6,HS - 8,70%,High,HS - 07-Jun-19,3
HS,8,09-Jul-19,1,HS - 8,70%,High,HS - 09-Jul-19,30
HS,8,11-Jun-19,8,HS - 8,70%,High,HS - 11-Jun-19,5
HS,8,13-Jun-19,4,HS - 8,70%,High,HS - 13-Jun-19,7
HS,8,15-Jul-19,0,HS - 8,70%,High,HS - 15-Jul-19,33
HS,8,15-Jun-19,6,HS - 8,70%,High,HS - 15-Jun-19,9
HS,8,20-Jul-19,5,HS - 8,70%,High,HS - 20-Jul-19,37
HS,8,20-Jun-19,2,HS - 8,70%,High,HS - 20-Jun-19,11
HS,8,25-Jul-19,3,HS - 8,70%,High,HS - 25-Jul-19,43
HS,8,25-Jun-19,15,HS - 8,70%,High,HS - 25-Jun-19,13
HS,8,28-Jul-19,7,HS - 8,70%,High,HS - 28-Jul-19,48
HS,8,28-Jun-19,1,HS - 8,70%,High,HS - 28-Jun-19,18
HS,9,02-Jul-19,1,HS - 9,30%,High,HS - 02-Jul-19,23
HS,9,05-Jul-19,1,HS - 9,30%,High,HS - 05-Jul-19,26
HS,9,05-Jun-19,0,HS - 9,30%,High,HS - 05-Jun-19,1
HS,9,06-Jun-19,12,HS - 9,30%,High,HS - 06-Jun-19,2
HS,9,07-Jun-19,4,HS - 9,30%,High,HS - 07-Jun-19,3
HS,9,09-Jul-19,1,HS - 9,30%,High,HS - 09-Jul-19,30
HS,9,11-Jun-19,1,HS - 9,30%,High,HS - 11-Jun-19,5
HS,9,13-Jun-19,6,HS - 9,30%,High,HS - 13-Jun-19,7
HS,9,15-Jul-19,6,HS - 9,30%,High,HS - 15-Jul-19,33
HS,9,15-Jun-19,10,HS - 9,30%,High,HS - 15-Jun-19,9
HS,9,20-Jul-19,6,HS - 9,30%,High,HS - 20-Jul-19,37
HS,9,20-Jun-19,3,HS - 9,30%,High,HS - 20-Jun-19,11
HS,9,25-Jul-19,2,HS - 9,30%,High,HS - 25-Jul-19,43
HS,9,25-Jun-19,5,HS - 9,30%,High,HS - 25-Jun-19,13
HS,9,28-Jul-19,9,HS - 9,30%,High,HS - 28-Jul-19,48
HS,9,28-Jun-19,5,HS - 9,30%,High,HS - 28-Jun-19,18
HS,10,02-Jul-19,0,HS - 10,0%,High,HS - 02-Jul-19,23
HS,10,05-Jul-19,0,HS - 10,0%,High,HS - 05-Jul-19,26
HS,10,05-Jun-19,0,HS - 10,0%,High,HS - 05-Jun-19,1
HS,10,06-Jun-19,0,HS - 10,0%,High,HS - 06-Jun-19,2
HS,10,07-Jun-19,0,HS - 10,0%,High,HS - 07-Jun-19,3
HS,10,09-Jul-19,0,HS - 10,0%,High,HS - 09-Jul-19,30
HS,10,11-Jun-19,1,HS - 10,0%,High,HS - 11-Jun-19,5
HS,10,13-Jun-19,0,HS - 10,0%,High,HS - 13-Jun-19,7
HS,10,15-Jul-19,0,HS - 10,0%,High,HS - 15-Jul-19,33
HS,10,15-Jun-19,0,HS - 10,0%,High,HS - 15-Jun-19,9
HS,10,20-Jul-19,2,HS - 10,0%,High,HS - 20-Jul-19,37
HS,10,20-Jun-19,1,HS - 10,0%,High,HS - 20-Jun-19,11
HS,10,25-Jul-19,0,HS - 10,0%,High,HS - 25-Jul-19,43
HS,10,25-Jun-19,0,HS - 10,0%,High,HS - 25-Jun-19,13
HS,10,28-Jul-19,1,HS - 10,0%,High,HS - 28-Jul-19,48
HS,10,28-Jun-19,0,HS - 10,0%,High,HS - 28-Jun-19,18
HS,11,02-Jul-19,0,HS - 11,50%,High,HS - 02-Jul-19,23
HS,11,05-Jul-19,0,HS - 11,50%,High,HS - 05-Jul-19,26
HS,11,05-Jun-19,0,HS - 11,50%,High,HS - 05-Jun-19,1
HS,11,06-Jun-19,1,HS - 11,50%,High,HS - 06-Jun-19,2
HS,11,07-Jun-19,4,HS - 11,50%,High,HS - 07-Jun-19,3
HS,11,09-Jul-19,1,HS - 11,50%,High,HS - 09-Jul-19,30
HS,11,11-Jun-19,0,HS - 11,50%,High,HS - 11-Jun-19,5
HS,11,13-Jun-19,0,HS - 11,50%,High,HS - 13-Jun-19,7
HS,11,15-Jul-19,0,HS - 11,50%,High,HS - 15-Jul-19,33
HS,11,15-Jun-19,0,HS - 11,50%,High,HS - 15-Jun-19,9
HS,11,20-Jul-19,4,HS - 11,50%,High,HS - 20-Jul-19,37
HS,11,20-Jun-19,2,HS - 11,50%,High,HS - 20-Jun-19,11
HS,11,25-Jul-19,0,HS - 11,50%,High,HS - 25-Jul-19,43
HS,11,25-Jun-19,3,HS - 11,50%,High,HS - 25-Jun-19,13
HS,11,28-Jul-19,0,HS - 11,50%,High,HS - 28-Jul-19,48
HS,11,28-Jun-19,1,HS - 11,50%,High,HS - 28-Jun-19,18
HS,12,02-Jul-19,5,HS - 12,0%,High,HS - 02-Jul-19,23
HS,12,05-Jul-19,5,HS - 12,0%,High,HS - 05-Jul-19,26
HS,12,05-Jun-19,2,HS - 12,0%,High,HS - 05-Jun-19,1
HS,12,06-Jun-19,5,HS - 12,0%,High,HS - 06-Jun-19,2
HS,12,07-Jun-19,8,HS - 12,0%,High,HS - 07-Jun-19,3
HS,12,09-Jul-19,3,HS - 12,0%,High,HS - 09-Jul-19,30
HS,12,11-Jun-19,2,HS - 12,0%,High,HS - 11-Jun-19,5
HS,12,13-Jun-19,1,HS - 12,0%,High,HS - 13-Jun-19,7
HS,12,15-Jul-19,3,HS - 12,0%,High,HS - 15-Jul-19,33
HS,12,15-Jun-19,6,HS - 12,0%,High,HS - 15-Jun-19,9
HS,12,20-Jul-19,4,HS - 12,0%,High,HS - 20-Jul-19,37
HS,12,20-Jun-19,1,HS - 12,0%,High,HS - 20-Jun-19,11
HS,12,25-Jul-19,2,HS - 12,0%,High,HS - 25-Jul-19,43
HS,12,25-Jun-19,11,HS - 12,0%,High,HS - 25-Jun-19,13
HS,12,28-Jul-19,5,HS - 12,0%,High,HS - 28-Jul-19,48
HS,12,28-Jun-19,9,HS - 12,0%,High,HS - 28-Jun-19,18
HS,13,02-Jul-19,1,HS - 13,control,High,HS - 02-Jul-19,23
HS,13,05-Jul-19,0,HS - 13,control,High,HS - 05-Jul-19,26
HS,13,05-Jun-19,1,HS - 13,control,High,HS - 05-Jun-19,1
HS,13,06-Jun-19,12,HS - 13,control,High,HS - 06-Jun-19,2
HS,13,07-Jun-19,0,HS - 13,control,High,HS - 07-Jun-19,3
HS,13,09-Jul-19,3,HS - 13,control,High,HS - 09-Jul-19,30
HS,13,11-Jun-19,2,HS - 13,control,High,HS - 11-Jun-19,5
HS,13,13-Jun-19,9,HS - 13,control,High,HS - 13-Jun-19,7
HS,13,15-Jul-19,7,HS - 13,control,High,HS - 15-Jul-19,33
HS,13,15-Jun-19,8,HS - 13,control,High,HS - 15-Jun-19,9
HS,13,20-Jul-19,13,HS - 13,control,High,HS - 20-Jul-19,37
HS,13,20-Jun-19,4,HS - 13,control,High,HS - 20-Jun-19,11
HS,13,25-Jul-19,5,HS - 13,control,High,HS - 25-Jul-19,43
HS,13,25-Jun-19,17,HS - 13,control,High,HS - 25-Jun-19,13
HS,13,28-Jul-19,1,HS - 13,control,High,HS - 28-Jul-19,48
HS,13,28-Jun-19,13,HS - 13,control,High,HS - 28-Jun-19,18
HS,14,02-Jul-19,3,HS - 14,100%,High,HS - 02-Jul-19,23
HS,14,05-Jul-19,0,HS - 14,100%,High,HS - 05-Jul-19,26
HS,14,05-Jun-19,0,HS - 14,100%,High,HS - 05-Jun-19,1
HS,14,06-Jun-19,1,HS - 14,100%,High,HS - 06-Jun-19,2
HS,14,07-Jun-19,1,HS - 14,100%,High,HS - 07-Jun-19,3
HS,14,09-Jul-19,0,HS - 14,100%,High,HS - 09-Jul-19,30
HS,14,11-Jun-19,15,HS - 14,100%,High,HS - 11-Jun-19,5
HS,14,13-Jun-19,1,HS - 14,100%,High,HS - 13-Jun-19,7
HS,14,15-Jul-19,0,HS - 14,100%,High,HS - 15-Jul-19,33
HS,14,15-Jun-19,3,HS - 14,100%,High,HS - 15-Jun-19,9
HS,14,20-Jul-19,0,HS - 14,100%,High,HS - 20-Jul-19,37
HS,14,20-Jun-19,1,HS - 14,100%,High,HS - 20-Jun-19,11
HS,14,25-Jul-19,1,HS - 14,100%,High,HS - 25-Jul-19,43
HS,14,25-Jun-19,1,HS - 14,100%,High,HS - 25-Jun-19,13
HS,14,28-Jul-19,1,HS - 14,100%,High,HS - 28-Jul-19,48
HS,14,28-Jun-19,0,HS - 14,100%,High,HS - 28-Jun-19,18
